Category	Subcategory	Subsystem	Role	Features
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Acyl carrier protein (ACP1)	fig|6666666.230262.peg.515
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)	fig|6666666.230262.peg.3875
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)	fig|6666666.230262.peg.4272
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	fig|6666666.230262.peg.3609
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Glycerol kinase (EC 2.7.1.30)	fig|6666666.230262.peg.2489
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Phosphatidylglycerophosphatase B (EC 3.1.3.27)	fig|6666666.230262.peg.2950
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Phosphatidylserine decarboxylase (EC 4.1.1.65)	fig|6666666.230262.peg.1725
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)	fig|6666666.230262.peg.654
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Aldehyde dehydrogenase (EC 1.2.1.3)	fig|6666666.230262.peg.256
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Aldehyde dehydrogenase (EC 1.2.1.3)	fig|6666666.230262.peg.565
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Aldehyde dehydrogenase B (EC 1.2.1.22)	fig|6666666.230262.peg.1135
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Acyl carrier protein (ACP2)	fig|6666666.230262.peg.514
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	fig|6666666.230262.peg.1883
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	fig|6666666.230262.peg.2648
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	fig|6666666.230262.peg.3628
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Diacylglycerol kinase (EC 2.7.1.107)	fig|6666666.230262.peg.1613
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Diacylglycerol kinase (EC 2.7.1.107)	fig|6666666.230262.peg.3815
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	fig|6666666.230262.peg.183
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	fig|6666666.230262.peg.2652
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Cardiolipin synthetase (EC 2.7.8.-)	fig|6666666.230262.peg.542
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Cardiolipin synthetase (EC 2.7.8.-)	fig|6666666.230262.peg.4007
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	fig|6666666.230262.peg.322
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	fig|6666666.230262.peg.2647
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	fig|6666666.230262.peg.2488
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Acyl carrier protein	fig|6666666.230262.peg.2884
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26)	fig|6666666.230262.peg.701
Fatty Acids, Lipids, and Isoprenoids	Triacylglycerols	Triacylglycerol metabolism	Putative lipase in cluster with Phosphatidate cytidylyltransferase	fig|6666666.230262.peg.2651
Fatty Acids, Lipids, and Isoprenoids	Triacylglycerols	Triacylglycerol metabolism	Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)	fig|6666666.230262.peg.1048
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabA form (EC 4.2.1.59)	fig|6666666.230262.peg.1795
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	fig|6666666.230262.peg.692
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	fig|6666666.230262.peg.1136
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	fig|6666666.230262.peg.1694
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	fig|6666666.230262.peg.2499
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	fig|6666666.230262.peg.2885
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	fig|6666666.230262.peg.3422
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	fig|6666666.230262.peg.3464
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)	fig|6666666.230262.peg.334
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	fig|6666666.230262.peg.1794
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	fig|6666666.230262.peg.2640
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)	fig|6666666.230262.peg.2641
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	4'-phosphopantetheinyl transferase (EC 2.7.8.-)	fig|6666666.230262.peg.562
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)	fig|6666666.230262.peg.1709
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Acyl carrier protein	fig|6666666.230262.peg.2884
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	fig|6666666.230262.peg.2886
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Enoyl-[acyl-carrier-protein] reductase [FMN] (EC 1.3.1.9)	fig|6666666.230262.peg.449
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)	fig|6666666.230262.peg.328
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid and Fatty acid biosynthesis related cluster	FIG027190: Putative transmembrane protein	fig|6666666.230262.peg.507
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid and Fatty acid biosynthesis related cluster	FIG027190: Putative transmembrane protein	fig|6666666.230262.peg.2506
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid and Fatty acid biosynthesis related cluster	FIG027190: Putative transmembrane protein	fig|6666666.230262.peg.3015
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid and Fatty acid biosynthesis related cluster	FIG027190: Putative transmembrane protein	fig|6666666.230262.peg.3885
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid and Fatty acid biosynthesis related cluster	Acyl carrier protein (ACP1)	fig|6666666.230262.peg.515
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid and Fatty acid biosynthesis related cluster	FIG143263: Glycosyl transferase	fig|6666666.230262.peg.511
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid and Fatty acid biosynthesis related cluster	3-hydroxydecanoyl-[ACP] dehydratase (EC 4.2.1.60)	fig|6666666.230262.peg.502
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid and Fatty acid biosynthesis related cluster	Lysophospholipid acyltransferase	fig|6666666.230262.peg.510
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid and Fatty acid biosynthesis related cluster	FIG018329: 1-acyl-sn-glycerol-3-phosphate acyltransferase	fig|6666666.230262.peg.516
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid and Fatty acid biosynthesis related cluster	3-oxoacyl-[ACP] reductase (EC 1.1.1.100)	fig|6666666.230262.peg.501
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid and Fatty acid biosynthesis related cluster	Putative histidine ammonia-lyase protein	fig|6666666.230262.peg.509
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid and Fatty acid biosynthesis related cluster	Acyl carrier protein (ACP2)	fig|6666666.230262.peg.514
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid and Fatty acid biosynthesis related cluster	FIG002571: 4-hydroxybenzoyl-CoA thioesterase domain protein	fig|6666666.230262.peg.508
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid and Fatty acid biosynthesis related cluster	FIG138576: 3-oxoacyl-[ACP] synthase (EC 2.3.1.41)	fig|6666666.230262.peg.500
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid and Fatty acid biosynthesis related cluster	FIGfam138462: Acyl-CoA synthetase, AMP-(fatty) acid ligase	fig|6666666.230262.peg.512
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid and Fatty acid biosynthesis related cluster	(3R)-hydroxymyristoyl-[ACP] dehydratase (EC 4.2.1.-)	fig|6666666.230262.peg.512
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid and Fatty acid biosynthesis related cluster	3-oxoacyl-[ACP] synthase	fig|6666666.230262.peg.517
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid and Fatty acid biosynthesis related cluster	FIG022199: FAD-binding protein	fig|6666666.230262.peg.505
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid and Fatty acid biosynthesis related cluster	FIG035331: hypothetical protein	fig|6666666.230262.peg.504
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid and Fatty acid biosynthesis related cluster	3-oxoacyl-[ACP] synthase (EC 2.3.1.41) FabV like	fig|6666666.230262.peg.503
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid and Fatty acid biosynthesis related cluster	FIG021862: membrane protein, exporter	fig|6666666.230262.peg.506
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid and Fatty acid biosynthesis related cluster	FIG017861: hypothetical protein	fig|6666666.230262.peg.513
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid metabolism cluster	3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3)	fig|6666666.230262.peg.608
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid metabolism cluster	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	fig|6666666.230262.peg.3161
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid metabolism cluster	Enoyl-CoA hydratase (EC 4.2.1.17)	fig|6666666.230262.peg.269
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid metabolism cluster	Enoyl-CoA hydratase (EC 4.2.1.17)	fig|6666666.230262.peg.487
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid metabolism cluster	Enoyl-CoA hydratase (EC 4.2.1.17)	fig|6666666.230262.peg.608
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid metabolism cluster	Enoyl-CoA hydratase (EC 4.2.1.17)	fig|6666666.230262.peg.2238
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid metabolism cluster	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	fig|6666666.230262.peg.635
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid metabolism cluster	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	fig|6666666.230262.peg.2239
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid metabolism cluster	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	fig|6666666.230262.peg.3331
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid metabolism cluster	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	fig|6666666.230262.peg.3601
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid metabolism cluster	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	fig|6666666.230262.peg.608
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid metabolism cluster	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	fig|6666666.230262.peg.2238
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid metabolism cluster	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	fig|6666666.230262.peg.3119
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Acyl-CoA thioesterase II	Acyl-CoA thioesterase II (EC 3.1.2.-)	fig|6666666.230262.peg.4278
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Acyl-CoA thioesterase II	Acyl-CoA thioesterase II (EC 3.1.2.-)	fig|6666666.230262.peg.4279
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3)	fig|6666666.230262.peg.608
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	Polyhydroxyalkanoic acid synthase	fig|6666666.230262.peg.4274
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	Intracellular PHB depolymerase (EC 3.1.1.-)	fig|6666666.230262.peg.338
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	fig|6666666.230262.peg.635
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	fig|6666666.230262.peg.2239
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	fig|6666666.230262.peg.3331
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	fig|6666666.230262.peg.3601
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	D-beta-hydroxybutyrate dehydrogenase (EC 1.1.1.30)	fig|6666666.230262.peg.2211
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	Acetoacetyl-CoA reductase (EC 1.1.1.36)	fig|6666666.230262.peg.3910
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	Acetoacetyl-CoA reductase (EC 1.1.1.36)	fig|6666666.230262.peg.4083
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	Enoyl-CoA hydratase (EC 4.2.1.17)	fig|6666666.230262.peg.269
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	Enoyl-CoA hydratase (EC 4.2.1.17)	fig|6666666.230262.peg.487
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	Enoyl-CoA hydratase (EC 4.2.1.17)	fig|6666666.230262.peg.608
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	Enoyl-CoA hydratase (EC 4.2.1.17)	fig|6666666.230262.peg.2238
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	fig|6666666.230262.peg.635
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	fig|6666666.230262.peg.2239
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	fig|6666666.230262.peg.3331
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	fig|6666666.230262.peg.3601
