fig|6666666.230262.peg.1	Name=GCN5-related_N-acetyltransferase
fig|6666666.230262.peg.2508	Name=Nucleoside_triphosphate_pyrophosphohydrolase_MazG_(EC_3.6.1.8)
fig|6666666.230262.peg.2509	Name=3'(2')%2C5'-bisphosphate_nucleotidase_(EC_3.1.3.7)
fig|6666666.230262.peg.2510	Name=ADP_compounds_hydrolase_NudE_(EC_3.6.1.-)
fig|6666666.230262.peg.2511	Name=Adenosylmethionine-8-amino-7-oxononanoate_aminotransferase_(EC_2.6.1.62)
fig|6666666.230262.peg.2512	Name=Ribosomal_RNA_small_subunit_methyltransferase_E_(EC_2.1.1.-)
fig|6666666.230262.peg.2513	Name=FIG01111982:_hypothetical_protein
fig|6666666.230262.peg.2514	Name=Chemotaxis_response_regulator_containing_a_CheY-like_receiver_domain_and_a_methylesterase_domain
fig|6666666.230262.peg.2515	Name=Chemotaxis_protein_cheA_(EC_2.7.3.-)
fig|6666666.230262.peg.2516	Name=pilus_biogenesis_protein
fig|6666666.230262.peg.2517	Name=type_IV_pili_signal_transduction_protein_PilI
fig|6666666.230262.peg.2518	Name=twitching_motility_protein_PilH
fig|6666666.230262.peg.2519	Name=twitching_motility_protein_PilG
fig|6666666.230262.peg.2520	Name=Glutathione_synthetase_(EC_6.3.2.3)
fig|6666666.230262.peg.2521	Name=Ferric_siderophore_transport_system%2C_periplasmic_binding_protein_TonB
fig|6666666.230262.peg.2522	Name=TsaB_protein%2C_required_for_threonylcarbamoyladenosine_(t(6)A)_formation_in_tRNA
fig|6666666.230262.peg.2523	Name=DinG_family_ATP-dependent_helicase_YoaA
fig|6666666.230262.peg.2524	Name=FIG01111886:_hypothetical_protein
fig|6666666.230262.peg.2525	Name=Multimodular_transpeptidase-transglycosylase_(EC_2.4.1.129)_(EC_3.4.-.-)
fig|6666666.230262.peg.2526	Name=Alpha-L-Rha_alpha-1%2C3-L-rhamnosyltransferase_(EC_2.4.1.-)
fig|6666666.230262.peg.2527	Name=FIG01111776:_hypothetical_protein
fig|6666666.230262.peg.2528	Name=FIG01112407:_hypothetical_protein
fig|6666666.230262.peg.2529	Name=GTP_pyrophosphokinase_(EC_2.7.6.5)%2C_(p)ppGpp_synthetase_I
fig|6666666.230262.peg.2530	Name=FIG01111187:_hypothetical_protein
fig|6666666.230262.peg.2531	Name=ATP_dependent_RNA_helicase
fig|6666666.230262.peg.2532	Name=Non-specific_DNA-binding_protein_Dps_/_Iron-binding_ferritin-like_antioxidant_protein_/_Ferroxidase_(EC_1.16.3.1)
fig|6666666.230262.peg.2533	Name=ApaG_protein
fig|6666666.230262.peg.2534	Name=SSU_rRNA_(adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase_(EC_2.1.1.182)
fig|6666666.230262.peg.2535	Name=4-hydroxythreonine-4-phosphate_dehydrogenase_(EC_1.1.1.262)
fig|6666666.230262.peg.2536	Name=Survival_protein_SurA_precursor_(Peptidyl-prolyl_cis-trans_isomerase_SurA)_(EC_5.2.1.8)
fig|6666666.230262.peg.2537	Name=Outer_membrane_protein_Imp%2C_required_for_envelope_biogenesis_/_Organic_solvent_tolerance_protein_precursor
fig|6666666.230262.peg.2538	Name=acetoin_utilization_family_protein
fig|6666666.230262.peg.2539	Name=ATP:Cob(I)alamin_adenosyltransferase_(EC_2.5.1.17)
fig|6666666.230262.peg.2540	Name=Optional_hypothetical_component_of_the_B12_transporter_BtuM
fig|6666666.230262.peg.2541	Name=2-octaprenyl-6-methoxyphenol_hydroxylase_(EC_1.14.13.-)
fig|6666666.230262.peg.2542	Name=2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol_hydroxylase_(EC_1.14.13.-)
fig|6666666.230262.peg.2543	Name=FIG01111300:_hypothetical_protein
fig|6666666.230262.peg.2544	Name=LSU_rRNA_2'-O-methyl-C2498_methyltransferase_RlmM
fig|6666666.230262.peg.2545	Name=cytidine_and_deoxycytidylate_deaminase_family_protein
fig|6666666.230262.peg.2546	Name=FIG01112617:_hypothetical_protein
fig|6666666.230262.peg.2547	Name=FIG01111517:_hypothetical_protein
fig|6666666.230262.peg.2548	Name=FIG01111517:_hypothetical_protein
fig|6666666.230262.peg.2549	Name=Glutaminyl-tRNA_synthetase_(EC_6.1.1.18)
fig|6666666.230262.peg.2550	Name=hypothetical_protein
fig|6666666.230262.peg.2551	Name=FIG01113025:_hypothetical_protein
fig|6666666.230262.peg.2552	Name=Peptide_methionine_sulfoxide_reductase_MsrA_(EC_1.8.4.11)
fig|6666666.230262.peg.2553	Name=Transaldolase_(EC_2.2.1.2)
fig|6666666.230262.peg.2554	Name=Regulator_of_nucleoside_diphosphate_kinase
fig|6666666.230262.peg.2555	Name=Hydrogen_peroxide-inducible_genes_activator
fig|6666666.230262.peg.2556	Name=Alkyl_hydroperoxide_reductase_protein_F_(EC_1.6.4.-)
fig|6666666.230262.peg.2557	Name=Alkyl_hydroperoxide_reductase_protein_C_(EC_1.6.4.-)
fig|6666666.230262.peg.2558	Name=hypothetical_protein
fig|6666666.230262.peg.2559	Name=Protein-N(5)-glutamine_methyltransferase_PrmC%2C_methylates_polypeptide_chain_release_factors_RF1_and_RF2
fig|6666666.230262.peg.2560	Name=Proline_iminopeptidase_(EC_3.4.11.5)
fig|6666666.230262.peg.2561	Name=Transcriptional_regulator%2C_LysR_family
fig|6666666.230262.peg.2562	Name=Probable_MFS_transporter
fig|6666666.230262.peg.2563	Name=FIG01111611:_hypothetical_protein
fig|6666666.230262.peg.2564	Name=ADP-ribose_pyrophosphatase_(EC_3.6.1.13)
fig|6666666.230262.peg.2565	Name=DNA_polymerase_I_(EC_2.7.7.7)
fig|6666666.230262.peg.2566	Name=Oxygen-insensitive_NADPH_nitroreductase_(EC_1.-.-.-)
fig|6666666.230262.peg.2567	Name=Thymidine_phosphorylase_(EC_2.4.2.4)
fig|6666666.230262.peg.2568	Name=NAD(P)_transhydrogenase_alpha_subunit_(EC_1.6.1.2)
fig|6666666.230262.peg.2569	Name=FIG01112365:_hypothetical_protein
fig|6666666.230262.peg.2570	Name=FIG01111362:_hypothetical_protein
fig|6666666.230262.peg.2571	Name=RNA_polymerase_sigma-54_factor_RpoN
fig|6666666.230262.peg.2572	Name=NAD(P)_transhydrogenase_alpha_subunit_(EC_1.6.1.2)
fig|6666666.230262.peg.2573	Name=NAD(P)_transhydrogenase_subunit_beta_(EC_1.6.1.2)
fig|6666666.230262.peg.2574	Name=FIG01112313:_hypothetical_protein
fig|6666666.230262.peg.2575	Name=hypothetical_protein
fig|6666666.230262.peg.2576	Name=probably_aromatic_ring_hydroxylating_enzyme%2C_evidenced_by_COGnitor%3B_PaaD-like_protein_(DUF59)_involved_in_Fe-S_cluster_assembly
fig|6666666.230262.peg.2577	Name=Branched-chain_amino_acid_aminotransferase_(EC_2.6.1.42)
fig|6666666.230262.peg.2578	Name=extracellular_protease
fig|6666666.230262.peg.2579	Name=L-asparaginase_(EC_3.5.1.1)
fig|6666666.230262.peg.2580	Name=FIG01112967:_hypothetical_protein
fig|6666666.230262.peg.2581	Name=Trp_repressor_binding_protein
fig|6666666.230262.peg.2582	Name=Inner_membrane_protein_YihY%2C_formerly_thought_to_be_RNase_BN
fig|6666666.230262.peg.2583	Name=Thioredoxin
fig|6666666.230262.peg.2584	Name=Mobile_element_protein
fig|6666666.230262.peg.2585	Name=FIG01111437:_hypothetical_protein
fig|6666666.230262.peg.2586	Name=Probable_component_of_the_lipoprotein_assembly_complex_(forms_a_complex_with_YaeT%2C_YfgL%2C_and_NlpB)
fig|6666666.230262.peg.2587	Name=Ribosomal_large_subunit_pseudouridine_synthase_D_(EC_4.2.1.70)
fig|6666666.230262.peg.2588	Name=COG1496:_Uncharacterized_conserved_protein
fig|6666666.230262.peg.2589	Name=FIG01111308:_hypothetical_protein
fig|6666666.230262.peg.2590	Name=FIG01112524:_hypothetical_protein
fig|6666666.230262.peg.2591	Name=Alpha%2Calpha-trehalose-phosphate_synthase_[UDP-forming]_(EC_2.4.1.15)
fig|6666666.230262.peg.2592	Name=Glucoamylase_(EC_3.2.1.3)
fig|6666666.230262.peg.2593	Name=Trehalose-6-phosphate_phosphatase_(EC_3.1.3.12)
fig|6666666.230262.peg.2594	Name=ferric_enterobactin_receptor
fig|6666666.230262.peg.2595	Name=Lipoprotein%2C_putative
fig|6666666.230262.peg.2596	Name=FIG01112096:_hypothetical_protein
fig|6666666.230262.peg.2597	Name=Pyruvate_oxidase_[ubiquinone%2C_cytochrome]_(EC_1.2.2.2)
fig|6666666.230262.peg.2598	Name=N-acetylglucosamine-regulated_TonB-dependent_outer_membrane_receptor
fig|6666666.230262.peg.2599	Name=Copper_chaperone
fig|6666666.230262.peg.2600	Name=HTH-type_transcriptional_regulator_cueR
fig|6666666.230262.peg.2601	Name=Lead%2C_cadmium%2C_zinc_and_mercury_transporting_ATPase_(EC_3.6.3.3)_(EC_3.6.3.5)%3B_Copper-translocating_P-type_ATPase_(EC_3.6.3.4)
fig|6666666.230262.peg.2602	Name=TonB-dependent_receptor
fig|6666666.230262.peg.2603	Name=Cytoplasmic_copper_homeostasis_protein_CutC
fig|6666666.230262.peg.2604	Name=L-asparaginase_(EC_3.5.1.1)
fig|6666666.230262.peg.2605	Name=predicted_N-acetylglucosamine_kinase%2C_glucokinase-like_(EC_2.7.1.59)
fig|6666666.230262.peg.2606	Name=FIG01111259:_hypothetical_protein
fig|6666666.230262.peg.2607	Name=FIG01112032:_hypothetical_protein
fig|6666666.230262.peg.2608	Name=Phosphoribosyl-AMP_cyclohydrolase_(EC_3.5.4.19)_/_Phosphoribosyl-ATP_pyrophosphatase_(EC_3.6.1.31)
fig|6666666.230262.peg.2609	Name=Imidazole_glycerol_phosphate_synthase_cyclase_subunit_(EC_4.1.3.-)
fig|6666666.230262.peg.2610	Name=Phosphoribosylformimino-5-aminoimidazole_carboxamide_ribotide_isomerase_(EC_5.3.1.16)
fig|6666666.230262.peg.2611	Name=Imidazole_glycerol_phosphate_synthase_amidotransferase_subunit_(EC_2.4.2.-)
fig|6666666.230262.peg.2612	Name=Histidinol-phosphatase_(EC_3.1.3.15)_/_Imidazoleglycerol-phosphate_dehydratase_(EC_4.2.1.19)
fig|6666666.230262.peg.2613	Name=Histidinol-phosphate_aminotransferase_(EC_2.6.1.9)
fig|6666666.230262.peg.2614	Name=Histidinol_dehydrogenase_(EC_1.1.1.23)
fig|6666666.230262.peg.2615	Name=ATP_phosphoribosyltransferase_(EC_2.4.2.17)
fig|6666666.230262.peg.2616	Name=His_repressor
fig|6666666.230262.peg.2617	Name=Histidyl-tRNA_synthetase_(EC_6.1.1.21)
fig|6666666.230262.peg.2618	Name=transcriptional_regulator%2C_Crp/Fnr_family
fig|6666666.230262.peg.2619	Name=Uncharacterized_iron-regulated_membrane_protein%3B_Iron-uptake_factor_PiuB
fig|6666666.230262.peg.2620	Name=Methyl-accepting_chemotaxis_protein_I_(serine_chemoreceptor_protein)
fig|6666666.230262.peg.2621	Name=hypothetical_protein
fig|6666666.230262.peg.2622	Name=N-hydroxyarylamine_O-acetyltransferase%2C_putative
fig|6666666.230262.peg.2623	Name=Glyoxalase_family_protein
fig|6666666.230262.peg.2624	Name=Two-component_system_regulatory_protein
fig|6666666.230262.peg.2625	Name=two-component_system_sensor_protein
fig|6666666.230262.peg.2626	Name=FIG01212344:_hypothetical_protein
fig|6666666.230262.peg.2627	Name=FIG01112243:_hypothetical_protein
fig|6666666.230262.peg.2628	Name=FIG01111277:_hypothetical_protein
fig|6666666.230262.peg.2629	Name=Glycine_cleavage_system_transcriptional_activator
fig|6666666.230262.peg.2630	Name=hypothetical_protein
fig|6666666.230262.peg.2631	Name=FIG01210928:_hypothetical_protein
fig|6666666.230262.peg.2632	Name=Alkaline_phosphatase_(EC_3.1.3.1)
fig|6666666.230262.peg.2633	Name=D-alanyl-D-alanine_carboxypeptidase_(EC_3.4.16.4)
fig|6666666.230262.peg.2634	Name=transcriptional_regulator%2C_TetR_family
fig|6666666.230262.peg.2635	Name=NAD(P)H_oxidoreductase_YRKL_(EC_1.6.99.-)_@_Putative_NADPH-quinone_reductase_(modulator_of_drug_activity_B)_@_Flavodoxin_2
fig|6666666.230262.peg.2636	Name=FIG01112159:_hypothetical_protein
fig|6666666.230262.peg.2637	Name=FIG01112085:_hypothetical_protein
fig|6666666.230262.peg.2638	Name=FIG01111944:_hypothetical_protein
fig|6666666.230262.peg.2639	Name=3-dehydroquinate_dehydratase_II_(EC_4.2.1.10)
fig|6666666.230262.peg.2640	Name=Biotin_carboxyl_carrier_protein_of_acetyl-CoA_carboxylase
fig|6666666.230262.peg.2641	Name=Biotin_carboxylase_of_acetyl-CoA_carboxylase_(EC_6.3.4.14)
fig|6666666.230262.peg.2642	Name=FIG01112196:_hypothetical_protein
fig|6666666.230262.peg.2643	Name=FIG01111369:_hypothetical_protein
fig|6666666.230262.peg.2644	Name=Ribosomal_protein_L11_methyltransferase_(EC_2.1.1.-)
fig|6666666.230262.peg.2645	Name=Probable_transmembrane_protein
fig|6666666.230262.peg.2646	Name=DNA-binding_protein_Fis
fig|6666666.230262.peg.2647	Name=Phosphatidate_cytidylyltransferase_(EC_2.7.7.41)
fig|6666666.230262.peg.2648	Name=1-acyl-sn-glycerol-3-phosphate_acyltransferase_(EC_2.3.1.51)
fig|6666666.230262.peg.2649	Name=FIG01113046:_hypothetical_protein
fig|6666666.230262.peg.2650	Name=Ser/Thr_and_Tyr_protein_phosphatase_(dual_specificity)
fig|6666666.230262.peg.2651	Name=Putative_lipase_in_cluster_with_Phosphatidate_cytidylyltransferase
fig|6666666.230262.peg.2652	Name=CDP-diacylglycerol--glycerol-3-phosphate_3-phosphatidyltransferase_(EC_2.7.8.5)
fig|6666666.230262.peg.2653	Name=IMP_cyclohydrolase_(EC_3.5.4.10)_/_Phosphoribosylaminoimidazolecarboxamide_formyltransferase_(EC_2.1.2.3)
fig|6666666.230262.peg.2654	Name=Phosphoribosylamine--glycine_ligase_(EC_6.3.4.13)
fig|6666666.230262.peg.2655	Name=helix-turn-helix_domain_protein
fig|6666666.230262.peg.2656	Name=RNA_polymerase_sigma_factor_RpoH
fig|6666666.230262.peg.2657	Name=Uracil-DNA_glycosylase%2C_family_1
fig|6666666.230262.peg.2658	Name=Response_regulator_protein
fig|6666666.230262.peg.2659	Name=Cell_division_protein_FtsX
fig|6666666.230262.peg.2660	Name=Cell_division_transporter%2C_ATP-binding_protein_FtsE_(TC_3.A.5.1.1)
fig|6666666.230262.peg.2661	Name=hypothetical_protein
fig|6666666.230262.peg.2662	Name=ATP-dependent_RNA_helicase_RhlB
fig|6666666.230262.peg.2663	Name=Dienelactone_hydrolase_family_protein
fig|6666666.230262.peg.2664	Name=Protein_involved_in_beta-1%2C3-glucan_synthesis
fig|6666666.230262.peg.2665	Name=UDP-N-acetylmuramoylalanine--D-glutamate_ligase_(EC_6.3.2.9)
fig|6666666.230262.peg.2666	Name=FIG01111718:_hypothetical_protein
fig|6666666.230262.peg.2667	Name=Aspartokinase_(EC_2.7.2.4)_/_Diaminopimelate_decarboxylase_(EC_4.1.1.20)
fig|6666666.230262.peg.2668	Name=Phenazine_biosynthesis_protein_PhzF_like
fig|6666666.230262.peg.2669	Name=Phenazine_biosynthesis_protein_PhzF_like
fig|6666666.230262.peg.2670	Name=Osmotically_inducible_protein
fig|6666666.230262.peg.2671	Name=Histone-like_protein
fig|6666666.230262.peg.2672	Name=FIG01112132:_hypothetical_protein
fig|6666666.230262.peg.2673	Name=FIG01113078:_hypothetical_protein
fig|6666666.230262.peg.2674	Name=FIG01112356:_hypothetical_protein
fig|6666666.230262.peg.2675	Name=ThiJ/PfpI_family_protein
fig|6666666.230262.peg.2676	Name=Proteins_containing_SET_domain
fig|6666666.230262.peg.2677	Name=Iron-sulfur_cluster_regulator_IscR
fig|6666666.230262.peg.2678	Name=Iron-sulfur_cluster_assembly_protein_SufB
fig|6666666.230262.peg.2679	Name=hypothetical_protein
fig|6666666.230262.peg.2680	Name=Iron-sulfur_cluster_assembly_ATPase_protein_SufC
fig|6666666.230262.peg.2681	Name=Iron-sulfur_cluster_assembly_protein_SufD
fig|6666666.230262.peg.2682	Name=Cysteine_desulfurase_(EC_2.8.1.7)%2C_SufS_subfamily
fig|6666666.230262.peg.2683	Name=hypothetical_protein
fig|6666666.230262.peg.2684	Name=N-acetylglutamate_synthase_(EC_2.3.1.1)
fig|6666666.230262.peg.2685	Name=benzene_1%2C2-dioxygenase%2C_ferredoxin_protein
fig|6666666.230262.peg.2686	Name=hypothetical_protein
fig|6666666.230262.peg.2687	Name=Ferrichrome-iron_receptor
fig|6666666.230262.peg.2688	Name=FOG:_TPR_repeat%2C_SEL1_subfamily
fig|6666666.230262.peg.2689	Name=Iron-uptake_factor_PiuC
fig|6666666.230262.peg.2690	Name=TonB-dependent_receptor%3B_Outer_membrane_receptor_for_ferrienterochelin_and_colicins
fig|6666666.230262.peg.2691	Name=FIG019175:_putative_membrane_protein
fig|6666666.230262.peg.2692	Name=FIG019993:_putative_exported_protein
fig|6666666.230262.peg.2693	Name=Nikel_transport_family_protein_NikM
fig|6666666.230262.peg.2694	Name=Thiamin_biosynthesis_lipoprotein_ApbE
fig|6666666.230262.peg.2695	Name=probable_oxidoreductase
fig|6666666.230262.peg.2696	Name=Conserved_hypothetical_protein_(perhaps_related_to_histidine_degradation)
fig|6666666.230262.peg.2697	Name=FIG01111332:_hypothetical_protein
fig|6666666.230262.peg.2698	Name=FIG01111067:_hypothetical_protein
fig|6666666.230262.peg.2699	Name=FIG01111501:_hypothetical_protein
fig|6666666.230262.peg.2700	Name=succinyl-diaminopimelate_desuccinylase
fig|6666666.230262.peg.2701	Name=FIG01111714:_hypothetical_protein
fig|6666666.230262.peg.2702	Name=Phosphotransferase_involved_in_threonylcarbamoyladenosine_t(6)A37_formation_in_tRNA
fig|6666666.230262.peg.2703	Name=Glucose-1-phosphate_thymidylyltransferase_(EC_2.7.7.24)
fig|6666666.230262.peg.2704	Name=Transcriptional_regulator
fig|6666666.230262.peg.2705	Name=Pirin
fig|6666666.230262.peg.2706	Name=TonB-dependent_siderophore_receptor
fig|6666666.230262.peg.2707	Name=Probable_signal_peptide_protein
fig|6666666.230262.peg.2708	Name=Putative_membrane_protein
fig|6666666.230262.peg.2709	Name=FIG01112138:_hypothetical_protein
fig|6666666.230262.peg.2710	Name=Putative_diheme_cytochrome_c-553
fig|6666666.230262.peg.2711	Name=Cytochrome_c_family_protein
fig|6666666.230262.peg.2712	Name=TonB-dependent_receptor
fig|6666666.230262.peg.2713	Name=Phospholipase_C_4_precursor_(EC_3.1.4.3)
fig|6666666.230262.peg.2714	Name=Phosphodiesterase/alkaline_phosphatase_D
fig|6666666.230262.peg.2715	Name=TonB-dependent_receptor
fig|6666666.230262.peg.2716	Name=hypothetical_protein
fig|6666666.230262.peg.2717	Name=putative_FecR
fig|6666666.230262.peg.2718	Name=RNA_polymerase_sigma-54_factor_RpoN
fig|6666666.230262.peg.2719	Name=FIG01112257:_hypothetical_protein
fig|6666666.230262.peg.2720	Name=Alkyl_hydroperoxide_reductase_subunit_C-like_protein
fig|6666666.230262.peg.2721	Name=Pyruvate_dehydrogenase_E1_component_(EC_1.2.4.1)
fig|6666666.230262.peg.2722	Name=putative_secreted_protein
fig|6666666.230262.peg.2723	Name=Zinc-regulated_outer_membrane_receptor
fig|6666666.230262.peg.2724	Name=hypothetical_protein
fig|6666666.230262.peg.2725	Name=Carbon_storage_regulator
fig|6666666.230262.peg.2726	Name=Alanyl-tRNA_synthetase_(EC_6.1.1.7)
fig|6666666.230262.peg.2727	Name=Regulatory_protein_RecX
fig|6666666.230262.peg.2728	Name=RecA_protein
fig|6666666.230262.peg.2729	Name=SOS-response_repressor_and_protease_LexA_(EC_3.4.21.88)
fig|6666666.230262.peg.2730	Name=ABC1_family_protein
fig|6666666.230262.peg.2731	Name=C-terminal_domain_of_CinA_type_S%3B_Protein_Implicated_in_DNA_repair_function_with_RecA_and_MutS
fig|6666666.230262.peg.2732	Name=GTP-binding_protein_HflX
fig|6666666.230262.peg.2733	Name=RNA-binding_protein_Hfq
fig|6666666.230262.peg.2734	Name=tRNA_dimethylallyltransferase_(EC_2.5.1.75)
fig|6666666.230262.peg.2735	Name=Dihydropteroate_synthase_(EC_2.5.1.15)
fig|6666666.230262.peg.2736	Name=FIG01280259:_hypothetical_protein
fig|6666666.230262.peg.2737	Name=Beta-lactamase_(EC_3.5.2.6)
fig|6666666.230262.peg.2738	Name=FIG01112059:_hypothetical_protein
fig|6666666.230262.peg.2739	Name=Putative_preQ0_transporter
fig|6666666.230262.peg.2740	Name=Transporter
fig|6666666.230262.peg.2741	Name=FIG01111036:_hypothetical_protein
fig|6666666.230262.peg.2742	Name=FIG01111665:_hypothetical_protein
fig|6666666.230262.peg.2743	Name=probable_Two_component_sensor
fig|6666666.230262.peg.2744	Name=putative_peptidoglycan_binding_protein
fig|6666666.230262.peg.2745	Name=FIG000875:_Thioredoxin_domain-containing_protein_EC-YbbN
fig|6666666.230262.peg.2746	Name=FIG01111382:_hypothetical_protein
fig|6666666.230262.peg.2747	Name=Leucyl-tRNA_synthetase_(EC_6.1.1.4)
fig|6666666.230262.peg.2748	Name=LPS-assembly_lipoprotein_RlpB_precursor_(Rare_lipoprotein_B)
fig|6666666.230262.peg.2749	Name=DNA_polymerase_III_delta_subunit_(EC_2.7.7.7)
fig|6666666.230262.peg.2750	Name=Nicotinate-nucleotide_adenylyltransferase_(EC_2.7.7.18)
fig|6666666.230262.peg.2751	Name=Iojap_protein
fig|6666666.230262.peg.2752	Name=LSU_m3Psi1915_methyltransferase_RlmH
fig|6666666.230262.peg.2753	Name=Arginine/ornithine_antiporter_ArcD
fig|6666666.230262.peg.2754	Name=Outer_membrane_receptor_proteins%2C_mostly_Fe_transport
fig|6666666.230262.peg.2755	Name=Ferric_siderophore_transport_system%2C_periplasmic_binding_protein_TonB
fig|6666666.230262.peg.2756	Name=Protein_of_unknown_function_DUF541
fig|6666666.230262.peg.2757	Name=Septum_formation_protein_Maf
fig|6666666.230262.peg.2758	Name=Cytoplasmic_axial_filament_protein_CafA_and_Ribonuclease_G_(EC_3.1.4.-)
fig|6666666.230262.peg.2759	Name=FIG005080:_Possible_exported_protein
fig|6666666.230262.peg.2760	Name=TldD_protein%2C_part_of_TldE/TldD_proteolytic_complex
fig|6666666.230262.peg.2761	Name=FIG138315:_Putative_alpha_helix_protein
fig|6666666.230262.peg.2762	Name=TldE_protein%2C_part_of_TldE/TldD_proteolytic_complex
fig|6666666.230262.peg.2763	Name=FIG01112078:_hypothetical_protein
fig|6666666.230262.peg.2764	Name=Octaprenyl_diphosphate_synthase_(EC_2.5.1.90)_/_Dimethylallyltransferase_(EC_2.5.1.1)_/_(2E%2C6E)-farnesyl_diphosphate_synthase_(EC_2.5.1.10)_/_Geranylgeranyl_diphosphate_synthase_(EC_2.5.1.29)
fig|6666666.230262.peg.2765	Name=Exodeoxyribonuclease_VII_small_subunit_(EC_3.1.11.6)
fig|6666666.230262.peg.2766	Name=tRNA(Ile)-lysidine_synthetase_(EC_6.3.4.19)
fig|6666666.230262.peg.2767	Name=D-alanyl-D-alanine_carboxypeptidase_(EC_3.4.16.4)
fig|6666666.230262.peg.2768	Name=Rare_lipoprotein_A_precursor
fig|6666666.230262.peg.2769	Name=Membrane-bound_lytic_murein_transglycosylase_B_precursor_(EC_3.2.1.-)
